model, step, date, cash, portfolio, reward,asset0_price,asset1_price,asset0_qty,asset1_qty
ppo2, 134,1998-07-16T00:00:00.000000000,5412.791242635251,10752.861678890587,26.32016630999715,37.5, 117.37,8.60136153921485, 42.74959000200033,
ppo2, 135,1998-07-17T00:00:00.000000000,5532.7914210218205,10772.91756051019,20.055881619602587,36.88, 117.94,6.6013615392148495, 42.36618556827307,
ppo2, 136,1998-07-20T00:00:00.000000000,5674.2343991559765,10729.974217593932,-42.94334291625819,36.25, 117.0,6.86200812086463, 41.08540191501379,
ppo2, 137,1998-07-21T00:00:00.000000000,5707.928112504335,10554.763031098955,-175.21118649497657,35.63, 112.81,6.839085798710585, 40.804523460567,
ppo2, 138,1998-07-22T00:00:00.000000000,5727.196927555056,10710.92636182733,156.1633307283755,35.0, 116.75,6.638961981981993, 40.69692303985357,
ppo2, 139,1998-07-23T00:00:00.000000000,5715.7832330001165,10557.477534492911,-153.44882733441955,34.94, 113.0,6.572788778692484, 40.81452266871929,
ppo2, 140,1998-07-24T00:00:00.000000000,5547.753044577317,10590.292700365895,32.815165872983926,34.69, 113.81,6.184870634227991, 42.42146115005016,
ppo2, 141,1998-07-27T00:00:00.000000000,5550.650790871011,10714.253052827196,123.96035246130123,34.44, 116.75,5.432486388832331, 42.625331312417984,
ppo2, 142,1998-07-28T00:00:00.000000000,5588.870679728614,10519.625427007268,-194.62762581992865,33.63, 112.25,5.651899266988039, 42.23324164748192,
ppo2, 143,1998-07-29T00:00:00.000000000,5544.046160840767,10461.301472757274,-58.32395424999413,35.13, 110.69,5.501955691725016, 42.677492171525955,
ppo2, 144,1998-07-30T00:00:00.000000000,5535.404379600363,10585.980334911499,124.6788621542255,36.5, 113.44,4.6238448061048985, 43.034252643585205,
ppo2, 145,1998-07-31T00:00:00.000000000,5549.597961076575,10428.639487944583,-157.3408469669157,34.63, 109.94,2.6238448061048985, 43.55264490842819,
ppo2, 146,1998-08-03T00:00:00.000000000,5378.50811073907,10362.727420473511,-65.91206747107208,35.13, 108.44,3.0755681432783604, 44.96656769514084,
ppo2, 147,1998-08-04T00:00:00.000000000,5417.326167351085,10184.535580722582,-178.19183975092892,34.19, 104.5,4.4343213476240635, 44.16842073202133,
ppo2, 148,1998-08-05T00:00:00.000000000,5370.107745669264,10184.500906624573,-0.03467409800941823,36.0, 104.31,4.6570881344377995, 44.54738748073578,
ppo2, 149,1998-08-06T00:00:00.000000000,5374.984418331463,10302.519222913463,118.01831628888976,36.88, 106.87,5.097053203731775, 44.348792761564255,
ppo2, 150,1998-08-07T00:00:00.000000000,5507.461628083069,10257.515412212466,-45.00381070099684,36.5, 105.87,3.8866817094385624, 43.52687165141106,
ppo2, 151,1998-08-10T00:00:00.000000000,5415.806344409365,10199.326529286656,-58.188882925809594,37.94, 104.44,3.7292701490223408, 44.44687548279762,
ppo2, 152,1998-08-11T00:00:00.000000000,5308.307202705521,10156.6606685444,-42.66586074225597,39.0, 103.44,2.926386583596468, 45.7678305208683,
ppo2, 153,1998-08-12T00:00:00.000000000,5295.959565740008,10233.956139030757,77.29547048635686,40.06, 105.06,2.6063495464622974, 46.00786417722702,
ppo2, 154,1998-08-13T00:00:00.000000000,5356.8022824830605,10181.721501354654,-52.234637676103375,39.44, 103.94,1.2510466165840626, 45.9455256909132,
ppo2, 155,1998-08-14T00:00:00.000000000,5312.384837194164,10196.688938458268,14.96743710361443,40.5, 104.25,0.4718840904533863, 46.668516024947166,
ppo2, 156,1998-08-17T00:00:00.000000000,5369.9376691997095,10338.495843225723,141.8069047674544,41.94, 107.31,0.5158815607428551, 46.099357947707176,
ppo2, 157,1998-08-18T00:00:00.000000000,5438.640229545687,10517.870868645612,179.37502541988943,42.56, 111.25,0.5743727684020996, 45.43627266585827,
ppo2, 158,1998-08-19T00:00:00.000000000,5268.701117852782,10485.24766495094,-32.62320369467125,41.0, 110.56,0.05135315656661987, 47.163902565836906,
ppo2, 159,1998-08-20T00:00:00.000000000,5255.865329736327,10577.56530783937,92.31764288842896,40.63, 112.56,2.05135315656662, 46.538321778178215,
ppo2, 160,1998-08-21T00:00:00.000000000,5196.184281763886,10494.05904676095,-83.5062610784189,43.0, 110.62,3.010550796985626, 46.72230230271816,
ppo2, 161,1998-08-24T00:00:00.000000000,5137.736861458872,10477.321747440998,-16.73729931995331,41.19, 110.37,2.7043519020080566, 47.369689509272575,
ppo2, 162,1998-08-25T00:00:00.000000000,5125.45700492457,10590.384187205142,113.06243976414407,40.81, 112.81,4.070706248283386, 46.97102792561054,
ppo2, 163,1998-08-26T00:00:00.000000000,5191.052881003623,10577.403609334237,-12.980577870905108,40.38, 112.56,2.9892643690109253, 46.780776768922806,
ppo2, 164,1998-08-27T00:00:00.000000000,5181.745127677922,10415.289006926123,-162.11460240811357,37.5, 109.25,2.036532938480377, 47.20525303483009,
ppo2, 165,1998-08-28T00:00:00.000000000,5208.095164939766,10220.251829959456,-195.03717696666718,34.19, 105.25,2.2636890411376953, 46.88609156012535,
ppo2, 166,1998-08-31T00:00:00.000000000,5232.7376272395295,9779.140837885443,-441.11099207401276,31.19, 95.94,2.6672834157943726, 46.52085304260254,
ppo2, 167,1998-09-01T00:00:00.000000000,5336.3599208906335,10026.931626750533,247.79078886508978,34.13, 101.25,1.5619570016860962, 45.80011963844299,
ppo2, 168,1998-09-02T00:00:00.000000000,5207.046193483178,9998.599475438898,-28.332151311635243,35.56, 100.56,2.715327501296997, 46.688506722450256,
ppo2, 169,1998-09-03T00:00:00.000000000,5361.860022542779,9937.862560628955,-60.73691480994239,34.63, 99.25,0.7153275012969971, 45.856229186058044,
ppo2, 170,1998-09-04T00:00:00.000000000,5499.006355612581,9820.23846169502,-117.62409893393487,35.13, 96.62,0.0, 44.72399199008942,
ppo2, 171,1998-09-08T00:00:00.000000000,5470.4979508420865,10061.296851165149,241.05838947012853,38.25, 101.97,0.17575588822364807, 44.95514599978924,
ppo2, 172,1998-09-09T00:00:00.000000000,5471.0823262970935,10073.796148262847,12.499297097698218,37.38, 102.25,0.107687808573246, 44.974948182702065,
ppo2, 173,1998-09-10T00:00:00.000000000,5467.078983382437,10006.326907330122,-67.46924093272537,38.13, 100.75,0.08546305820345879, 45.022225484251976,
ppo2, 174,1998-09-11T00:00:00.000000000,5373.948619990501,10166.45160905544,160.12470172531903,37.63, 104.25,0.4393206052482128, 45.81267486512661,
ppo2, 175,1998-09-14T00:00:00.000000000,5472.4865234626495,10244.815078369867,78.36346931442677,37.19, 106.0,0.40320637077093124, 44.88050292432308,
ppo2, 176,1998-09-15T00:00:00.000000000,5367.086364742633,10351.39739108477,106.58231271490331,38.19, 108.31,1.5017504915595055, 45.489420875906944,
ppo2, 177,1998-09-16T00:00:00.000000000,5460.165974841531,10345.97136657868,-5.426024506090471,37.31, 108.19,0.00821056216955185, 45.156660094857216,
ppo2, 178,1998-09-17T00:00:00.000000000,5348.617311417949,10195.852125620437,-150.1192409582436,36.0, 104.94,0.0, 46.19053567945957,
